rank,token,training_add_cases,training_add_rate,development_observed_add_cases,marginal_predicted_cases,marginal_correct_cases,retrieval_predicted_cases,retrieval_correct_cases
1233,cozy,1,0.006667,0,0,0,1,0
1234,cptsd,1,0.006667,0,0,0,0,0
1235,crack,1,0.006667,0,0,0,0,0
1236,craft,1,0.006667,0,0,0,0,0
1237,crafter,1,0.006667,0,0,0,1,0
1238,crafts,1,0.006667,0,0,0,0,0
1239,crafty,1,0.006667,0,0,0,0,0
1240,crazy,1,0.006667,0,0,0,1,0
1241,cream,1,0.006667,0,0,0,0,0
1242,creation,1,0.006667,0,0,0,0,0
1243,creature,1,0.006667,0,0,0,0,0
1244,cruelty,1,0.006667,0,0,0,0,0
1245,cruises,1,0.006667,0,0,0,0,0
1246,cubs,1,0.006667,0,0,0,1,0
1247,cuisine,1,0.006667,0,0,0,0,0
1248,culture,1,0.006667,1,0,0,0,0
1249,culture's,1,0.006667,0,0,0,0,0
1250,customer,1,0.006667,0,0,0,0,0
1251,cute,1,0.006667,0,0,0,0,0
1252,cycle,1,0.006667,0,0,0,0,0
1253,d,1,0.006667,0,0,0,0,0
1254,damage,1,0.006667,0,0,0,0,0
1255,dance,1,0.006667,0,0,0,0,0
1256,dancer,1,0.006667,1,0,0,0,0
1257,daring,1,0.006667,0,0,0,2,0
1258,darker,1,0.006667,0,0,0,0,0
1259,days,1,0.006667,0,0,0,1,0
1260,deadlines,1,0.006667,0,0,0,1,0
1261,deal,1,0.006667,2,0,0,0,0
1262,dealt,1,0.006667,0,0,0,2,0
1263,death,1,0.006667,2,0,0,0,0
1264,debater,1,0.006667,0,0,0,0,0
1265,decade,1,0.006667,0,0,0,0,0
1266,decades,1,0.006667,1,0,0,0,0
1267,decisions,1,0.006667,0,0,0,1,0
1268,decorator,1,0.006667,0,0,0,0,0
1269,deep,1,0.006667,1,0,0,0,0
1270,deficient,1,0.006667,0,0,0,0,0
1271,defines,1,0.006667,0,0,0,0,0
1272,deities,1,0.006667,0,0,0,0,0
1273,delivery,1,0.006667,0,0,0,0,0
1274,demi,1,0.006667,0,0,0,0,0
1275,democrat,1,0.006667,2,0,0,2,0
1276,democratic,1,0.006667,1,0,0,1,0
1277,demographics,1,0.006667,0,0,0,0,0
1278,department,1,0.006667,0,0,0,0,0
1279,deprecating,1,0.006667,0,0,0,0,0
1280,descended,1,0.006667,0,0,0,0,0
1281,designer,1,0.006667,1,0,0,0,0
1282,desire,1,0.006667,1,0,0,0,0
1283,despise,1,0.006667,1,0,0,1,0
1284,destroyer,1,0.006667,0,0,0,0,0
1285,detail,1,0.006667,0,0,0,0,0
1286,developed,1,0.006667,1,0,0,0,0
1287,development,1,0.006667,0,0,0,0,0
1288,devoted,1,0.006667,0,0,0,0,0
1289,devry,1,0.006667,0,0,0,0,0
1290,diabetes,1,0.006667,0,0,0,1,0
1291,diagnosed,1,0.006667,0,0,0,1,0
1292,did,1,0.006667,1,0,0,0,0
1293,didn't,1,0.006667,0,0,0,1,0
1294,die,1,0.006667,0,0,0,0,0
1295,difficult,1,0.006667,0,0,0,0,0
1296,dilemma,1,0.006667,0,0,0,0,0
1297,dilivery,1,0.006667,0,0,0,0,0
1298,diminish,1,0.006667,0,0,0,0,0
1299,direct,1,0.006667,0,0,0,1,0
1300,dirt,1,0.006667,0,0,0,0,0
1301,dirty,1,0.006667,0,0,0,0,0
1302,disability,1,0.006667,0,0,0,0,0
1303,disabled,1,0.006667,1,0,0,0,0
1304,disappointed,1,0.006667,0,0,0,0,0
1305,disappointment,1,0.006667,0,0,0,0,0
1306,discerning,1,0.006667,0,0,0,0,0
1307,discovering,1,0.006667,0,0,0,0,0
1308,disease,1,0.006667,0,0,0,0,0
1309,dislikes,1,0.006667,0,0,0,2,0
1310,displays,1,0.006667,0,0,0,0,0
1311,distressed,1,0.006667,0,0,0,0,0
1312,doctor,1,0.006667,1,0,0,0,0
1313,dollar,1,0.006667,0,0,0,0,0
1314,dolphin,1,0.006667,0,0,0,0,0
1315,domestic,1,0.006667,0,0,0,0,0
1316,donate,1,0.006667,0,0,0,0,0
1317,donations,1,0.006667,0,0,0,0,0
1318,don’t,1,0.006667,1,0,0,0,0
1319,dose,1,0.006667,0,0,0,0,0
1320,double,1,0.006667,0,0,0,0,0
1321,doubt,1,0.006667,0,0,0,1,0
1322,down,1,0.006667,1,0,0,0,0
1323,dozen,1,0.006667,0,0,0,0,0
1324,dreams,1,0.006667,0,0,0,0,0
1325,dress,1,0.006667,0,0,0,0,0
1326,dressed,1,0.006667,0,0,0,0,0
1327,dressing,1,0.006667,0,0,0,2,0
1328,drinker,1,0.006667,2,0,0,0,0
1329,driving,1,0.006667,1,0,0,0,0
1330,drove,1,0.006667,0,0,0,0,0
1331,drug,1,0.006667,0,0,0,0,0
1332,drummer,1,0.006667,0,0,0,0,0
1333,due,1,0.006667,0,0,0,0,0
1334,during,1,0.006667,0,0,0,1,0
1335,eager,1,0.006667,0,0,0,0,0
1336,early,1,0.006667,0,0,0,0,0
1337,earn,1,0.006667,0,0,0,0,0
1338,earned,1,0.006667,0,0,0,1,0
1339,earns,1,0.006667,1,0,0,0,0
1340,earthling,1,0.006667,0,0,0,0,0
1341,ease,1,0.006667,0,0,0,0,0
1342,eats,1,0.006667,0,0,0,0,0
1343,eclectic,1,0.006667,0,0,0,0,0
1344,eco,1,0.006667,0,0,0,0,0
1345,edm,1,0.006667,1,0,0,0,0
1346,educator,1,0.006667,0,0,0,0,0
1347,elder,1,0.006667,0,0,0,2,0
1348,elders,1,0.006667,1,0,0,0,0
1349,electronic,1,0.006667,0,0,0,0,0
1350,eleven,1,0.006667,0,0,0,0,0
1351,eliminated,1,0.006667,0,0,0,1,0
1352,else’s,1,0.006667,0,0,0,0,0
1353,embrace,1,0.006667,0,0,0,0,0
1354,emotional,1,0.006667,1,0,0,0,0
1355,empath,1,0.006667,1,0,0,0,0
1356,empathy,1,0.006667,0,0,0,0,0
1357,employees,1,0.006667,0,0,0,1,0
1358,endeavor,1,0.006667,0,0,0,0,0
1359,ended,1,0.006667,0,0,0,0,0
1360,energy,1,0.006667,0,0,0,0,0
1361,engineer,1,0.006667,0,0,0,0,0
1362,engineering,1,0.006667,0,0,0,0,0
1363,enrolled,1,0.006667,0,0,0,0,0
1364,ensure,1,0.006667,1,0,0,1,0
1365,entertaining,1,0.006667,0,0,0,0,0
1366,enthusiasm,1,0.006667,0,0,0,0,0
1367,enthusiastic,1,0.006667,1,0,0,0,0
1368,enthusist,1,0.006667,0,0,0,0,0
1369,entirely,1,0.006667,0,0,0,0,0
1370,environment,1,0.006667,2,0,0,0,0
1371,equality,1,0.006667,1,0,0,1,0
1372,era,1,0.006667,0,0,0,1,0
1373,es,1,0.006667,0,0,0,0,0
1374,esp,1,0.006667,0,0,0,0,0
1375,especial,1,0.006667,0,0,0,0,0
1376,essay,1,0.006667,0,0,0,1,0
1377,estate,1,0.006667,0,0,0,0,0
1378,eternally,1,0.006667,0,0,0,1,0
1379,eternity,1,0.006667,0,0,0,1,0
1380,ethically,1,0.006667,0,0,0,0,0
1381,etsy,1,0.006667,0,0,0,0,0
1382,event,1,0.006667,0,0,0,0,0
1383,everybody’s,1,0.006667,0,0,0,0,0
1384,evidence,1,0.006667,0,0,0,0,0
1385,exact,1,0.006667,0,0,0,0,0
1386,excel,1,0.006667,0,0,0,1,0
1387,exerciser,1,0.006667,1,0,0,2,0
1388,exercising,1,0.006667,0,0,0,0,0
1389,existence,1,0.006667,0,0,0,0,0
1390,expansive,1,0.006667,0,0,0,0,0
1391,expect,1,0.006667,0,0,0,0,0
1392,expects,1,0.006667,0,0,0,0,0
1393,experience,1,0.006667,0,0,0,1,0
1394,experienced,1,0.006667,0,0,0,0,0
1395,experiences,1,0.006667,1,0,0,0,0
1396,explaining,1,0.006667,0,0,0,0,0
1397,explore,1,0.006667,0,0,0,0,0
1398,express,1,0.006667,0,0,0,1,0
1399,expression,1,0.006667,0,0,0,2,0
1400,expressive,1,0.006667,0,0,0,2,0
1401,expressmail,1,0.006667,0,0,0,0,0
1402,extensive,1,0.006667,0,0,0,0,0
1403,extroverted,1,0.006667,0,0,0,0,0
1404,eye,1,0.006667,1,0,0,0,0
1405,f1,1,0.006667,0,0,0,0,0
1406,faced,1,0.006667,0,0,0,0,0
1407,facing,1,0.006667,0,0,0,0,0
1408,fact,1,0.006667,0,0,0,0,0
1409,failure,1,0.006667,0,0,0,0,0
1410,fairly,1,0.006667,0,0,0,1,0
1411,fairness,1,0.006667,0,0,0,1,0
1412,fall,1,0.006667,3,0,0,2,0
1413,fanatic,1,0.006667,0,0,0,2,0
1414,fancy,1,0.006667,1,0,0,0,0
1415,far,1,0.006667,2,0,0,0,0
1416,fascinating,1,0.006667,0,0,0,0,0
1417,faster,1,0.006667,0,0,0,0,0
1418,fault,1,0.006667,0,0,0,0,0
1419,fearfully,1,0.006667,0,0,0,0,0
1420,fearing,1,0.006667,0,0,0,1,0
1421,fearless,1,0.006667,0,0,0,1,0
1422,feeding,1,0.006667,0,0,0,0,0
1423,feelings,1,0.006667,1,0,0,0,0
1424,feet,1,0.006667,0,0,0,0,0
1425,fence,1,0.006667,1,0,0,0,0
1426,fenceline,1,0.006667,0,0,0,0,0
1427,ferret,1,0.006667,0,0,0,0,0
1428,fervent,1,0.006667,0,0,0,0,0
1429,fiber,1,0.006667,0,0,0,0,0
1430,field,1,0.006667,1,0,0,0,0
1431,filipino,1,0.006667,0,0,0,0,0
1432,finally,1,0.006667,0,0,0,0,0
1433,finds,1,0.006667,0,0,0,0,0
1434,finish,1,0.006667,0,0,0,2,0
1435,firearms,1,0.006667,1,0,0,0,0
1436,firmly,1,0.006667,0,0,0,1,0
1437,fish,1,0.006667,1,0,0,0,0
1438,fitness,1,0.006667,0,0,0,0,0
1439,flex,1,0.006667,0,0,0,1,0
1440,florida,1,0.006667,0,0,0,1,0
1441,focus,1,0.006667,0,0,0,0,0
1442,focused,1,0.006667,2,0,0,0,0
1443,folk,1,0.006667,0,0,0,0,0
1444,foods,1,0.006667,1,0,0,0,0
1445,forget,1,0.006667,0,0,0,0,0
1446,forgettable,1,0.006667,0,0,0,0,0
1447,forgive,1,0.006667,0,0,0,0,0
1448,formally,1,0.006667,0,0,0,1,0
1449,format,1,0.006667,0,0,0,0,0
1450,fortunate,1,0.006667,0,0,0,0,0
1451,foster,1,0.006667,0,0,0,2,0
1452,found,1,0.006667,0,0,0,2,0
1453,four,1,0.006667,0,0,0,0,0
1454,fried,1,0.006667,0,0,0,0,0
1455,frogs,1,0.006667,0,0,0,0,0
1456,functions,1,0.006667,0,0,0,0,0
1457,fur,1,0.006667,0,0,0,0,0
1458,furniture,1,0.006667,0,0,0,1,0
1459,ga,1,0.006667,0,0,0,0,0
1460,gamble,1,0.006667,0,0,0,0,0
1461,gang,1,0.006667,0,0,0,0,0
1462,gardening,1,0.006667,1,0,0,2,0
1463,gated,1,0.006667,0,0,0,0,0
1464,gave,1,0.006667,0,0,0,1,0
1465,gay,1,0.006667,0,0,0,0,0
1466,general,1,0.006667,0,0,0,0,0
1467,generally,1,0.006667,1,0,0,0,0
1468,generation,1,0.006667,0,0,0,0,0
1469,gentle,1,0.006667,0,0,0,0,0
1470,geology,1,0.006667,0,0,0,0,0
1471,georgia,1,0.006667,0,0,0,0,0
1472,germaphobe,1,0.006667,0,0,0,0,0
1473,gets,1,0.006667,0,0,0,1,0
1474,getter,1,0.006667,0,0,0,0,0
1475,girlfriend,1,0.006667,1,0,0,0,0
1476,girls,1,0.006667,0,0,0,0,0
1477,glad,1,0.006667,0,0,0,0,0
1478,gladiator,1,0.006667,0,0,0,0,0
1479,godfather,1,0.006667,0,0,0,2,0
1480,godmother,1,0.006667,0,0,0,0,0
1481,gogether,1,0.006667,0,0,0,0,0
1482,gold,1,0.006667,0,0,0,0,0
1483,goofy,1,0.006667,0,0,0,0,0
1484,gooner,1,0.006667,0,0,0,0,0
1485,gourmand,1,0.006667,0,0,0,0,0
1486,gracefully,1,0.006667,0,0,0,1,0
1487,grades,1,0.006667,0,0,0,1,0
1488,graduates,1,0.006667,0,0,0,1,0
1489,grand,1,0.006667,0,0,0,1,0
1490,grandchild,1,0.006667,0,0,0,1,0
1491,grandma,1,0.006667,1,0,0,0,0
1492,grandson,1,0.006667,1,0,0,1,0
1493,granduate,1,0.006667,0,0,0,0,0
1494,grass,1,0.006667,0,0,0,0,0
1495,graves,1,0.006667,0,0,0,0,0
1496,grocery,1,0.006667,0,0,0,0,0
1497,groomer,1,0.006667,0,0,0,2,0
1498,ground,1,0.006667,0,0,0,2,0
1499,group,1,0.006667,2,0,0,0,0
1500,grown,1,0.006667,0,0,0,0,0
1501,guaranteed,1,0.006667,0,0,0,1,0
1502,guilty,1,0.006667,0,0,0,0,0
1503,guy,1,0.006667,1,0,0,0,0
1504,gym,1,0.006667,1,0,0,6,0
1505,ha,1,0.006667,0,0,0,0,0
1506,haired,1,0.006667,0,0,0,0,0
1507,ham,1,0.006667,0,0,0,0,0
1508,hamilton,1,0.006667,0,0,0,0,0
1509,hamster,1,0.006667,0,0,0,0,0
1510,handed,1,0.006667,0,0,0,1,0
1511,hang,1,0.006667,0,0,0,0,0
1512,hanging,1,0.006667,2,0,0,0,0
1513,hangs,1,0.006667,0,0,0,0,0
1514,happier,1,0.006667,0,0,0,1,0
1515,hardships,1,0.006667,0,0,0,0,0
1516,hardworker,1,0.006667,0,0,0,0,0
1517,harm,1,0.006667,0,0,0,0,0
1518,hasn’t,1,0.006667,0,0,0,0,0
1519,hated,1,0.006667,0,0,0,0,0
1520,hater,1,0.006667,0,0,0,0,0
1521,hates,1,0.006667,0,0,0,1,0
1522,heard,1,0.006667,0,0,0,0,0
1523,heat,1,0.006667,0,0,0,0,0
1524,heights,1,0.006667,0,0,0,0,0
1525,helped,1,0.006667,0,0,0,0,0
1526,herd,1,0.006667,0,0,0,0,0
1527,heritage,1,0.006667,0,0,0,0,0
1528,highly,1,0.006667,0,0,0,1,0
1529,hiking,1,0.006667,1,0,0,2,0
1530,himself,1,0.006667,0,0,0,2,0
1531,hip,1,0.006667,0,0,0,0,0
1532,hippie,1,0.006667,0,0,0,0,0
1533,historian,1,0.006667,0,0,0,0,0
1534,historic,1,0.006667,0,0,0,0,0
1535,hit,1,0.006667,0,0,0,1,0
1536,hobbyist,1,0.006667,0,0,0,0,0
1537,hold,1,0.006667,0,0,0,0,0
1538,holding,1,0.006667,0,0,0,0,0
1539,homebody,1,0.006667,0,0,0,0,0
1540,homeless,1,0.006667,0,0,0,2,0
1541,homemaker,1,0.006667,0,0,0,0,0
1542,homeschooled,1,0.006667,0,0,0,1,0
1543,hometown,1,0.006667,0,0,0,1,0
1544,honestly,1,0.006667,0,0,0,0,0
1545,hop,1,0.006667,0,0,0,0,0
1546,horrific,1,0.006667,0,0,0,0,0
1547,horrified,1,0.006667,0,0,0,0,0
1548,horror,1,0.006667,1,0,0,1,1
1549,horse,1,0.006667,0,0,0,2,0
1550,housing,1,0.006667,0,0,0,1,0
1551,however,1,0.006667,0,0,0,1,0
1552,huge,1,0.006667,0,0,0,0,0
1553,humanist,1,0.006667,0,0,0,1,0
1554,humble,1,0.006667,0,0,0,0,0
1555,humbled,1,0.006667,0,0,0,0,0
1556,hummingbiirds,1,0.006667,0,0,0,0,0
1557,hummingbird,1,0.006667,0,0,0,0,0
1558,humorist,1,0.006667,0,0,0,0,0
1559,hungry,1,0.006667,2,0,0,1,0
1560,hurricane,1,0.006667,0,0,0,0,0
1561,hurts,1,0.006667,0,0,0,0,0
1562,hustling,1,0.006667,0,0,0,0,0
1563,hypocrisy,1,0.006667,0,0,0,1,0
1564,hypocrite,1,0.006667,0,0,0,1,0
1565,i'd,1,0.006667,2,0,0,0,0
1566,i11,1,0.006667,0,0,0,0,0
1567,i3,1,0.006667,0,0,0,0,0
1568,ice,1,0.006667,0,0,0,0,0
1569,identify,1,0.006667,1,0,0,1,0
1570,identifying,1,0.006667,0,0,0,0,0
1571,identity,1,0.006667,0,0,0,1,0
1572,ignored,1,0.006667,0,0,0,0,0
1573,illnesses,1,0.006667,0,0,0,0,0
1574,image,1,0.006667,0,0,0,0,0
1575,imagination,1,0.006667,0,0,0,0,0
1576,immature,1,0.006667,0,0,0,2,0
1577,immediate,1,0.006667,0,0,0,0,0
1578,immediately,1,0.006667,0,0,0,1,0
1579,immigrant,1,0.006667,0,0,0,0,0
1580,immigrants,1,0.006667,0,0,0,0,0
1581,immunity,1,0.006667,0,0,0,0,0
1582,imperative,1,0.006667,0,0,0,0,0
1583,importance,1,0.006667,0,0,0,0,0
1584,impossible,1,0.006667,0,0,0,0,0
1585,impressions,1,0.006667,0,0,0,0,0
1586,improvement,1,0.006667,0,0,0,0,0
1587,improving,1,0.006667,0,0,0,0,0
1588,incense,1,0.006667,0,0,0,1,0
1589,included,1,0.006667,0,0,0,2,0
1590,independence,1,0.006667,0,0,0,0,0
1591,indian,1,0.006667,0,0,0,0,0
1592,indigenous,1,0.006667,0,0,0,0,0
1593,inducer,1,0.006667,0,0,0,0,0
1594,infinite,1,0.006667,0,0,0,0,0
1595,influence,1,0.006667,0,0,0,1,0
1596,informed,1,0.006667,0,0,0,0,0
1597,innocent,1,0.006667,0,0,0,0,0
1598,inquisitive,1,0.006667,1,0,0,1,0
1599,insects,1,0.006667,0,0,0,0,0
1600,inspired,1,0.006667,0,0,0,0,0
1601,instagram,1,0.006667,0,0,0,0,0
1602,instincts,1,0.006667,0,0,0,0,0
1603,institutiion,1,0.006667,0,0,0,0,0
1604,instrument,1,0.006667,0,0,0,0,0
1605,insurance,1,0.006667,0,0,0,0,0
1606,integrity,1,0.006667,0,0,0,0,0
1607,intellectual,1,0.006667,0,0,0,0,0
1608,intend,1,0.006667,0,0,0,0,0
1609,interest,1,0.006667,1,0,0,0,0
1610,interior,1,0.006667,0,0,0,0,0
1611,intertwined,1,0.006667,0,0,0,1,0
1612,intolerance,1,0.006667,0,0,0,0,0
1613,introspective,1,0.006667,0,0,0,2,0
1614,introversion,1,0.006667,0,0,0,0,0
1615,introverts,1,0.006667,0,0,0,0,0
1616,intuitive,1,0.006667,0,0,0,1,0
1617,invariably,1,0.006667,0,0,0,0,0
1618,inviting,1,0.006667,0,0,0,0,0
1619,irritated,1,0.006667,0,0,0,0,0
1620,ish,1,0.006667,0,0,0,2,0
1621,island,1,0.006667,0,0,0,0,0
1622,italia,1,0.006667,0,0,0,0,0
1623,italian,1,0.006667,0,0,0,0,0
1624,items,1,0.006667,0,0,0,0,0
1625,its,1,0.006667,1,0,0,0,0
1626,it’s,1,0.006667,0,0,0,0,0
1627,ivy,1,0.006667,0,0,0,0,0
1628,i’m,1,0.006667,0,0,0,0,0
1629,jackets,1,0.006667,0,0,0,0,0
1630,japanese,1,0.006667,1,0,0,1,0
1631,javascript,1,0.006667,0,0,0,0,0
1632,jealous,1,0.006667,0,0,0,0,0
1633,jesus,1,0.006667,0,0,0,2,0
1634,jokes,1,0.006667,0,0,0,0,0
1635,jokester,1,0.006667,0,0,0,0,0
1636,journal,1,0.006667,0,0,0,0,0
1637,journalism,1,0.006667,0,0,0,0,0
1638,journey,1,0.006667,0,0,0,0,0
1639,joyful,1,0.006667,2,0,0,0,0
1640,junior,1,0.006667,0,0,0,1,0
1641,justice,1,0.006667,0,0,0,0,0
1642,kansas,1,0.006667,0,0,0,0,0
1643,karma,1,0.006667,0,0,0,0,0
1644,kaskkick,1,0.006667,0,0,0,0,0
1645,keto,1,0.006667,0,0,0,0,0
1646,kevin,1,0.006667,0,0,0,0,0
1647,kid,1,0.006667,1,0,0,2,0
1648,kindness,1,0.006667,0,0,0,0,0
1649,kinds,1,0.006667,0,0,0,0,0
1650,knitter,1,0.006667,0,0,0,0,0
1651,knowledgeable,1,0.006667,1,0,0,0,0
1652,knowlegable,1,0.006667,0,0,0,2,0
1653,known,1,0.006667,0,0,0,0,0
1654,knows,1,0.006667,1,0,0,0,0
1655,labeled,1,0.006667,0,0,0,0,0
1656,labor,1,0.006667,0,0,0,1,0
1657,laboratory,1,0.006667,0,0,0,0,0
1658,lack,1,0.006667,0,0,0,0,0
1659,lacks,1,0.006667,0,0,0,0,0
1660,lady,1,0.006667,0,0,0,0,0
1661,laid,1,0.006667,1,0,0,0,0
1662,land,1,0.006667,0,0,0,0,0
1663,language,1,0.006667,1,0,0,1,0
1664,lastly,1,0.006667,1,0,0,0,0
1665,late,1,0.006667,0,0,0,0,0
1666,lately,1,0.006667,1,0,0,0,0
1667,laugh,1,0.006667,1,0,0,2,0
1668,laughter,1,0.006667,0,0,0,0,0
1669,lawful,1,0.006667,0,0,0,2,0
1670,lead,1,0.006667,0,0,0,0,0
1671,leaders,1,0.006667,0,0,0,0,0
1672,led,1,0.006667,0,0,0,0,0
1673,left,1,0.006667,1,0,0,1,0
1674,leftist,1,0.006667,0,0,0,0,0
1675,lego,1,0.006667,0,0,0,1,0
1676,les,1,0.006667,0,0,0,0,0
1677,lgbyq,1,0.006667,0,0,0,0,0
1678,license,1,0.006667,0,0,0,0,0
1679,lie,1,0.006667,0,0,0,0,0
1680,lifelong,1,0.006667,0,0,0,0,0
1681,limousine,1,0.006667,0,0,0,0,0
1682,line,1,0.006667,0,0,0,2,0
1683,listens,1,0.006667,0,0,0,0,0
1684,lists,1,0.006667,0,0,0,0,0
1685,lo,1,0.006667,0,0,0,0,0
1686,lockdown,1,0.006667,0,0,0,1,0
1687,long,1,0.006667,1,0,0,0,0
1688,longing,1,0.006667,0,0,0,1,0
1689,lord,1,0.006667,0,0,0,0,0
1690,loss,1,0.006667,0,0,0,0,0
1691,lots,1,0.006667,0,0,0,1,0
1692,loud,1,0.006667,2,0,0,0,0
1693,louisvillian,1,0.006667,0,0,0,2,0
1694,low,1,0.006667,0,0,0,0,0
1695,lucky,1,0.006667,1,0,0,0,0
1696,lyrics,1,0.006667,0,0,0,0,0
1697,m,1,0.006667,0,0,0,0,0
1698,machines,1,0.006667,0,0,0,0,0
1699,madly,1,0.006667,0,0,0,0,0
1700,magick,1,0.006667,0,0,0,0,0
1701,main,1,0.006667,0,0,0,0,0
1702,major,1,0.006667,0,0,0,0,0
1703,maker,1,0.006667,0,0,0,0,0
1704,makes,1,0.006667,0,0,0,0,0
1705,makeup,1,0.006667,0,0,0,0,0
1706,marching,1,0.006667,0,0,0,0,0
1707,marine,1,0.006667,0,0,0,0,0
1708,marriage,1,0.006667,0,0,0,0,0
1709,master's,1,0.006667,0,0,0,0,0
1710,mastered,1,0.006667,0,0,0,1,0
1711,matching,1,0.006667,0,0,0,0,0
1712,may,1,0.006667,2,0,0,0,0
1713,meals,1,0.006667,0,0,0,0,0
1714,mean,1,0.006667,0,0,0,0,0
1715,means,1,0.006667,0,0,0,1,0
1716,medial,1,0.006667,0,0,0,0,0
1717,medical,1,0.006667,0,0,0,0,0
1718,medication,1,0.006667,0,0,0,0,0
1719,medium,1,0.006667,1,0,0,0,0
1720,meeting,1,0.006667,0,0,0,1,0
1721,memories,1,0.006667,0,0,0,2,0
1722,memory,1,0.006667,0,0,0,0,0
1723,mess,1,0.006667,1,0,0,1,0
1724,messing,1,0.006667,0,0,0,0,0
1725,met,1,0.006667,0,0,0,0,0
1726,microsoft,1,0.006667,0,0,0,0,0
1727,might,1,0.006667,0,0,0,2,0
1728,migraines,1,0.006667,0,0,0,0,0
1729,miles,1,0.006667,0,0,0,1,0
1730,millenial,1,0.006667,0,0,0,0,0
1731,millennial,1,0.006667,0,0,0,0,0
1732,mindful,1,0.006667,1,0,0,0,0
1733,minimalist,1,0.006667,0,0,0,0,0
1734,minority,1,0.006667,0,0,0,1,0
1735,miserable,1,0.006667,0,0,0,0,0
1736,mistakes,1,0.006667,0,0,0,0,0
1737,mo,1,0.006667,0,0,0,0,0
1738,mobile,1,0.006667,1,0,0,0,0
1739,model,1,0.006667,1,0,0,1,0
1740,modern,1,0.006667,0,0,0,0,0
1741,mom's,1,0.006667,0,0,0,2,0
1742,moment,1,0.006667,3,0,0,0,0
1743,monogamous,1,0.006667,0,0,0,1,0
1744,morning,1,0.006667,0,0,0,0,0
1745,motorcycle,1,0.006667,0,0,0,1,0
1746,motorcycles,1,0.006667,0,0,0,0,0
1747,move,1,0.006667,1,0,0,0,0
1748,movement,1,0.006667,0,0,0,0,0
1749,movie,1,0.006667,2,0,0,1,0
1750,mow,1,0.006667,1,0,0,0,0
1751,mst,1,0.006667,0,0,0,0,0
1752,multi,1,0.006667,1,0,0,0,0
1753,municipality,1,0.006667,0,0,0,2,0
1754,museums,1,0.006667,0,0,0,0,0
1755,musically,1,0.006667,0,0,0,0,0
1756,mystery,1,0.006667,1,0,0,0,0
1757,mythological,1,0.006667,0,0,0,0,0
1758,n,1,0.006667,0,0,0,0,0
1759,nail,1,0.006667,0,0,0,0,0
1760,nasa,1,0.006667,0,0,0,0,0
1761,nationality,1,0.006667,0,0,0,0,0
1762,native,1,0.006667,1,0,0,0,0
1763,nearly,1,0.006667,0,0,0,0,0
1764,neater,1,0.006667,0,0,0,0,0
1765,neatnick,1,0.006667,0,0,0,0,0
1766,needless,1,0.006667,0,0,0,0,0
1767,needs,1,0.006667,0,0,0,1,0
1768,negative,1,0.006667,0,0,0,0,0
1769,neice,1,0.006667,0,0,0,0,0
1770,neighborhood,1,0.006667,0,0,0,0,0
1771,neighborhoods,1,0.006667,0,0,0,1,0
1772,neighborly,1,0.006667,0,0,0,0,0
1773,neighbors,1,0.006667,1,0,0,0,0
1774,nephew,1,0.006667,2,0,0,2,0
1775,nervous,1,0.006667,0,0,0,0,0
1776,neurotic,1,0.006667,0,0,0,0,0
1777,next,1,0.006667,1,0,0,0,0
1778,niece,1,0.006667,0,0,0,0,0
1779,nimble,1,0.006667,0,0,0,1,0
1780,nissan,1,0.006667,0,0,0,0,0
1781,nj,1,0.006667,0,0,0,0,0
1782,noble,1,0.006667,0,0,0,2,0
1783,none,1,0.006667,0,0,0,2,0
1784,northern,1,0.006667,0,0,0,1,0
1785,nosey,1,0.006667,0,0,0,0,0
1786,notorious,1,0.006667,0,0,0,0,0
1787,novels,1,0.006667,0,0,0,0,0
1788,novice,1,0.006667,0,0,0,0,0
1789,nowadays,1,0.006667,0,0,0,2,0
1790,nuclear,1,0.006667,0,0,0,0,0
1791,numbers,1,0.006667,0,0,0,0,0
1792,nurture,1,0.006667,0,0,0,0,0
1793,nurturing,1,0.006667,0,0,0,0,0
1794,o,1,0.006667,0,0,0,0,0
1795,obese,1,0.006667,0,0,0,1,0
1796,obesity,1,0.006667,0,0,0,1,0
1797,obscenely,1,0.006667,0,0,0,1,0
1798,occupations,1,0.006667,0,0,0,0,0
1799,ocean,1,0.006667,0,0,0,0,0
1800,odd,1,0.006667,0,0,0,0,0
1801,offer,1,0.006667,0,0,0,0,0
1802,office,1,0.006667,0,0,0,0,0
1803,oils,1,0.006667,0,0,0,0,0
1804,ok,1,0.006667,0,0,0,2,0
1805,okay,1,0.006667,0,0,0,1,0
1806,oldest,1,0.006667,0,0,0,0,0
1807,olive,1,0.006667,0,0,0,0,0
1808,onto,1,0.006667,0,0,0,0,0
1809,operations,1,0.006667,0,0,0,0,0
1810,opinions,1,0.006667,0,0,0,0,0
1811,opportunities,1,0.006667,0,0,0,0,0
1812,optimist,1,0.006667,0,0,0,0,0
1813,orange,1,0.006667,0,0,0,0,0
1814,order,1,0.006667,1,0,0,1,0
1815,oregonian,1,0.006667,0,0,0,0,0
1816,organism,1,0.006667,0,0,0,0,0
1817,organizing,1,0.006667,0,0,0,1,0
1818,originally,1,0.006667,0,0,0,0,0
1819,other's,1,0.006667,0,0,0,0,0
1820,otthers,1,0.006667,0,0,0,0,0
1821,outcast,1,0.006667,0,0,0,1,0
1822,outdoorsy,1,0.006667,0,0,0,0,0
